GeoFips,GeoName,LineCode,Description,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
8109,Saguache,2,Population (persons) ,3687,3843,3888,3982,3949,4078,4136,4108,4117,4226,3950,3962,4065,4119,4213,4184,4222,4330,4397,4469,4513,4632,4690,4693,4706,4898,5201,5413,5543,5613,5706,5939,6024,6209,6262,6365,6296,6223,6148,6179,6134,6131,6207,6318,6208
8109,Saguache,3,Per capita personal income (dollars) ,1926,2320,2120,2272,3079,3193,3338,3850,3924,4626,6401,8015,7413,6807,9251,9630,10387,11202,10559,10748,11850,12214,12299,13173,15242,15463,15496,15169,15764,17944,18561,18291,19548,21388,18305,19884,21983,21428,23836,25502,25946,25637,28467,28232,30281
8111,San Juan,1,Personal income (thousands of dollars),1995,2275,2066,3147,3248,3504,4132,4990,6070,6001,5999,7435,12082,11764,13609,13070,7595,12587,14608,13274,12523,12750,11060,8948,9672,10388,10434,10909,11557,12950,13974,14309,15825,17158,17854,17376,17903,19277,21204,22067,21228,20580,22827,23928,24166
8111,San Juan,2,Population (persons) ,803,825,794,787,865,872,890,892,918,861,856,845,891,942,960,951,870,742,906,830,753,749,705,588,587,554,565,576,555,543,549,562,581,594,610,631,627,649,661,670,657,708,700,685,692
8111,San Juan,3,Per capita personal income (dollars) ,2484,2758,2602,3999,3755,4018,4643,5594,6612,6970,7008,8799,13560,12488,14176,13743,8730,16964,16124,15993,16631,17023,15688,15218,16477,18751,18467,18939,20823,23849,25454,25461,27238,28886,29269,27537,28553,29703,32079,32936,32311,29068,32610,34931,34922
8113,San Miguel,1,Personal income (thousands of dollars),5101,5513,5925,7214,8651,9348,10741,12816,13741,15718,19563,22208,23425,25732,27058,31248,34432,38674,44536,48586,56293,70880,78618,98072,114442,132702,146357,155951,170789,196091,220061,240105,245820,248683,250112,292796,319699,352969,373600,358012,339733,328882,335331,363179,376266
8113,San Miguel,2,Population (persons) ,1934,1960,2049,1989,2179,2303,2275,2478,2842,2950,2888,3192,3188,3017,3044,3011,2957,3214,3332,3350,3407,3741,4108,4440,4841,5171,5419,5776,5991,6256,6396,6609,6858,7111,7062,7038,7097,7071,7322,7366,7379,7353,7480,7588,7678
8113,San Miguel,3,Per capita personal income (dollars) ,2638,2813,2892,3627,3970,4059,4721,5172,4835,5328,6774,6957,7348,8529,8889,10378,11644,12033,13366,14503,16523,18947,19138,22088,23640,25663,27008,27000,28508,31344,34406,36330,35844,34972,35417,41602,45047,49918,51024,48603,46041,44728,44830,47862,49006
8115,Sedgwick,1,Personal income (thousands of dollars),14539,14217,15139,17943,18903,25410,21189,23541,25912,24652,22208,28511,33979,32732,41075,40943,39738,44242,43697,43224,43166,46058,46448,49880,52585,53749,57928,67597,64572,72492,76340,70037,73684,64666,71856,76438,79447,75342,102945,110408,102332,109701,122983,127936,128891
8115,Sedgwick,2,Population (persons) ,3532,3405,3437,3392,3321,3298,3404,3366,3345,3370,3412,3259,3228,3225,3175,3139,3060,2961,2851,2797,2765,2678,2692,2674,2684,2688,2683,2743,2696,2663,2711,2746,2661,2694,2652,2551,2522,2474,2400,2421,2392,2371,2375,2381,2360
8115,Sedgwick,3,Per capita personal income (dollars) ,4116,4175,4405,5290,5692,7705,6225,6994,7746,7315,6509,8748,10526,10149,12937,13043,12986,14942,15327,15454,15612,17199,17254,18654,19592,19996,21591,24643,23951,27222,28159,25505,27690,24004,27095,29964,31502,30454,42894,45604,42781,46268,51782,53732,54615
8117,Summit,1,Personal income (thousands of dollars),6966,8467,12416,18785,24743,26580,31803,39997,54487,72144,91091,112389,130715,146520,155263,174387,188855,195339,208809,224187,256491,294499,321633,367108,400250,460607,517516,569997,623170,718415,781595,865532,857078,858599,868864,933077,986928,1121496,1169344,1245459,1144026,1200151,1256266,1354717,1414380
8117,Summit,2,Population (persons) ,2442,2793,3337,4027,4854,5557,5922,6511,7276,7978,8559,8960,9388,10273,10688,10636,11058,11477,11415,11634,12191,13124,13962,15025,16169,17490,18873,19900,20976,21702,23069,23700,24716,25006,25408,25313,25487,26019,26603,27144,27678,28053,27922,28151,28649
8117,Summit,3,Per capita personal income (dollars) ,2853,3032,3721,4665,5097,4783,5370,6143,7489,9043,10643,12543,13924,14263,14527,16396,17079,17020,18293,19270,21039,22440,23036,24433,24754,26335,27421,28643,29709,33104,33881,36520,34677,34336,34196,36862,38723,43103,43955,45883,41333,42782,44992,48123,49369
8119,Teller,1,Personal income (thousands of dollars),13110,15393,18227,22689,27514,30819,34992,39721,47142,56390,65745,77060,91750,104666,120037,140408,155236,171334,183283,197452,211386,220317,241367,277863,310134,362117,414525,461711,507459,552940,598885,648651,665753,657670,683638,723704,773247,819759,872654,909645,925962,961506,994761,1032399,1039925
8119,Teller,2,Population (persons) ,3155,3394,3727,4563,5071,5435,5830,6093,6444,6986,7884,8137,8531,9083,9578,10409,10853,11364,11967,12229,12262,12526,12808,13624,14750,15815,17112,18162,19173,19737,20294,20655,21193,21543,21682,21678,21978,22281,22707,22725,22937,23455,23333,23379,23275
8119,Teller,3,Per capita personal income (dollars) ,4155,4535,4891,4972,5426,5670,6002,6519,7316,8072,8339,9470,10755,11523,12533,13489,14304,15077,15316,16146,17239,17589,18845,20395,21026,22897,24224,25422,26467,28015,29510,31404,31414,30528,31530,33384,35183,36792,38431,40028,40370,40994,42633,44159,44680
8121,Washington,1,Personal income (thousands of dollars),19519,23270,23584,25238,29482,47887,36037,25648,38206,34868,42659,61711,55777,60268,86625,85806,86782,87528,90993,87782,85692,91745,84975,88953,102378,91637,109613,119997,121485,124417,132473,113542,119212,103839,125249,126425,131178,129351,151659,149054,156021,176828,198920,196584,192886
8121,Washington,2,Population (persons) ,5540,5542,5447,5491,5189,5165,5180,5236,5004,4830,4869,5283,5187,5320,5437,5389,5251,5171,5137,5079,4968,4784,4813,4728,4848,4906,5013,5036,5019,5034,4862,4939,4874,5035,5028,4923,4912,4907,4883,4792,4800,4803,4820,4753,4803
8121,Washington,3,Per capita personal income (dollars) ,3523,4199,4330,4596,5682,9271,6957,4898,7635,7219,8761,11681,10753,11329,15932,15922,16527,16927,17713,17283,17249,19177,17655,18814,21118,18679,21866,23828,24205,24715,27247,22989,24459,20623,24910,25680,26706,26361,31059,31105,32504,36816,41270,41360,40159
8123,Weld,1,Personal income (thousands of dollars),274946,328475,364323,427150,508340,607080,661330,715648,733653,858553,964601,1049552,1215744,1274881,1378356,1522089,1572241,1611875,1683892,1782995,1952984,2026793,2132058,2313637,2570397,2747139,2925288,3192156,3451560,3866955,4277440,4730016,5153305,5124879,5218000,5526368,5967585,6349089,6801768,7207354,7066035,7295330,7919287,8577481,9008919
8123,Weld,2,Population (persons) ,86216,90012,93779,99597,104411,108059,108479,110052,112555,114919,120194,123767,124780,125733,129542,130764,131402,131715,131713,131842,132202,132161,134262,137560,142586,147328,152140,156140,161525,166547,174342,182861,192360,202234,208858,215322,222879,230703,237692,243442,248193,254052,258343,263525,269785
8123,Weld,3,Per capita personal income (dollars) ,3189,3649,3885,4289,4869,5618,6096,6503,6518,7471,8025,8480,9743,10140,10640,11640,11965,12238,12785,13524,14773,15336,15880,16819,18027,18646,19228,20444,21369,23218,24535,25867,26790,25341,24983,25666,26775,27521,28616,29606,28470,28716,30654,32549,33393
8125,Yuma,1,Personal income (thousands of dollars),31376,35761,40871,41640,51184,75362,63533,54308,65180,59578,75246,98321,107165,117077,123196,125294,142247,128439,136532,175157,184734,191840,198372,181232,176819,178294,186433,208237,213914,237848,265585,268715,314753,292189,307762,322973,363278,364451,389957,415289,363397,405968,479766,520689,529759
8125,Yuma,2,Population (persons) ,8619,8518,8398,8372,8338,8453,8827,8958,9253,9145,9614,9672,9614,9750,9888,9732,9724,9592,9344,9387,9188,8929,8998,9072,9126,9231,9403,9490,9637,9756,9807,9823,9822,9762,9923,9791,9765,9784,9788,9843,10022,10023,10156,10113,10151
8125,Yuma,3,Per capita personal income (dollars) ,3640,4198,4867,4974,6139,8915,7198,6063,7044,6515,7827,10166,11147,12008,12459,12874,14628,13390,14612,18660,20106,21485,22046,19977,19375,19315,19827,21943,22197,24380,27081,27356,32046,29931,31015,32987,37202,37250,39840,42191,36260,40504,47240,51487,52188
